st_postaje,tip_postaje,leto,tprim12,tprim15,zacetek_ks,konec_ks,traj_ks,tpres18,tpres21,tpres23,cdd24
3,podnebna,1961,,,,,,,,,
3,podnebna,1962,5602,5005,1961-07-01,1962-06-30,365,1,0,0,0
3,podnebna,1963,5850,5192,1962-07-01,1963-06-23,358,0,0,0,0
3,podnebna,1964,5247,4775,1963-07-13,1964-06-14,338,0,0,0,0
3,podnebna,1965,,,,,,,,,
3,podnebna,1966,5385,4802,1965-07-05,1966-06-30,361,0,0,0,0
3,podnebna,1967,5604,4981,1966-07-01,1967-06-24,359,5,0,0,0
3,podnebna,1968,,,,,,,,,
3,podnebna,1969,,,,,,,,,
3,podnebna,1970,5723,5094,1969-07-01,1970-06-14,349,6,0,0,0
3,podnebna,1971,,,,,,,,,
3,podnebna,1972,,,,,,,,,
3,podnebna,1973,,,,,,,,,
3,podnebna,1974,,,,,,,,,
3,podnebna,1975,6136,5571,1974-07-01,1975-06-30,365,2,0,0,0
3,podnebna,1976,6012,5506,1975-07-01,1976-06-30,366,0,0,0,0
3,podnebna,1977,6156,5492,1976-07-09,1977-06-30,357,0,0,0,0
3,podnebna,1978,6379,5747,1977-07-01,1978-06-30,365,0,0,0,0
3,podnebna,1979,6179,5576,1978-07-01,1979-06-30,365,0,0,0,0
3,podnebna,1980,6492,5830,1979-07-01,1980-06-30,366,0,0,0,0
3,podnebna,1981,6196,5596,1980-07-01,1981-06-30,365,5,0,0,0
3,podnebna,1982,6186,5443,1981-07-01,1982-06-30,365,0,0,0,0
3,podnebna,1983,5421,4876,1982-07-01,1983-06-30,365,11,3,0,0
3,podnebna,1984,6082,5452,1983-07-01,1984-06-30,366,4,0,0,0
3,podnebna,1985,6321,5534,1984-07-01,1985-06-30,365,0,0,0,0
3,podnebna,1986,5812,5167,1985-07-01,1986-06-30,365,0,0,0,0
3,podnebna,1987,6084,5322,1986-07-02,1987-06-30,364,5,0,0,0
3,podnebna,1988,5784,5081,1987-07-07,1988-06-30,360,3,0,0,0
3,podnebna,1989,5461,4768,1988-07-01,1989-06-30,365,0,0,0,0
3,podnebna,1990,5458,4738,1989-07-01,1990-06-28,363,0,0,0,0
3,podnebna,1991,6075,5438,1990-07-05,1991-06-30,361,0,0,0,0
3,podnebna,1992,5727,5045,1991-07-01,1992-06-30,366,9,0,0,0
3,podnebna,1993,5485,4768,1992-07-01,1993-06-30,365,0,0,0,0
3,podnebna,1994,,,,,,,,,
3,podnebna,1995,5622,4971,1994-07-10,1995-06-30,356,0,0,0,0
3,podnebna,1996,5951,5200,1995-07-06,1996-06-30,361,0,0,0,0
3,podnebna,1997,5980,5224,1996-07-01,1997-06-30,365,0,0,0,0
3,podnebna,1998,5689,4951,1997-07-03,1998-06-30,363,9,0,0,0
3,podnebna,1999,5940,5157,1998-07-05,1999-06-30,361,0,0,0,0
3,podnebna,2000,5683,4963,1999-07-01,2000-06-30,366,2,0,0,0
3,podnebna,2001,5632,4868,2000-07-01,2001-06-30,365,0,0,0,0
3,podnebna,2002,5484,4753,2001-07-02,2002-06-30,364,1,0,0,0
3,podnebna,2003,5559,4869,2002-07-01,2003-06-30,365,11,0,0,0
3,podnebna,2004,5877,5145,2003-07-05,2004-06-30,362,1,0,0,0
3,podnebna,2005,5674,5021,2004-07-01,2005-06-23,358,6,0,0,0
3,podnebna,2006,6098,5251,2005-07-04,2006-06-16,348,9,0,0,0
3,podnebna,2007,4998,4260,2006-07-03,2007-06-30,363,9,0,0,0
3,podnebna,2008,5703,4964,2007-07-01,2008-06-22,358,0,0,0,0
3,podnebna,2009,5640,4995,2008-07-07,2009-06-30,359,1,0,0,0
3,podnebna,2010,5716,5066,2009-07-10,2010-06-30,356,4,0,0,0
3,podnebna,2011,5640,5022,2010-07-09,2011-06-30,357,10,0,0,0
3,podnebna,2012,5297,4793,2011-07-03,2012-06-30,364,7,0,0,0
3,podnebna,2013,,,,,,,,,
3,podnebna,2014,5176,4483,2013-07-01,2014-06-30,365,2,0,0,0
3,podnebna,2015,5449,4706,2014-07-01,2015-06-30,365,12,0,0,0
3,podnebna,2016,5149,4490,2015-07-01,2016-06-24,360,0,0,0,0
3,podnebna,2017,5265,4700,2016-07-06,2017-06-30,360,11,0,0,0
3,podnebna,2018,5473,4862,2017-07-01,2018-06-30,365,0,0,0,0
3,podnebna,2019,5087,4562,2018-07-03,2019-06-11,344,8,1,0,0
3,podnebna,2020,5136,4510,2019-07-11,2020-06-30,356,2,0,0,0
3,podnebna,2021,5451,4785,2020-07-09,2021-06-19,346,3,0,0,0
3,podnebna,2022,,,,,,,,,
3,samodejna,1961,,,,,,,,,
3,samodejna,1962,,,,,,,,,
3,samodejna,1963,,,,,,,,,
3,samodejna,1964,,,,,,,,,
3,samodejna,1965,,,,,,,,,
3,samodejna,1966,,,,,,,,,
3,samodejna,1967,,,,,,,,,
3,samodejna,1968,,,,,,,,,
3,samodejna,1969,,,,,,,,,
3,samodejna,1970,,,,,,,,,
3,samodejna,1971,,,,,,,,,
3,samodejna,1972,,,,,,,,,
3,samodejna,1973,,,,,,,,,
3,samodejna,1974,,,,,,,,,
3,samodejna,1975,,,,,,,,,
3,samodejna,1976,,,,,,,,,
3,samodejna,1977,,,,,,,,,
3,samodejna,1978,,,,,,,,,
3,samodejna,1979,,,,,,,,,
3,samodejna,1980,,,,,,,,,
3,samodejna,1981,,,,,,,,,
3,samodejna,1982,,,,,,,,,
3,samodejna,1983,,,,,,,,,
3,samodejna,1984,,,,,,,,,
3,samodejna,1985,,,,,,,,,
3,samodejna,1986,,,,,,,,,
3,samodejna,1987,,,,,,,,,
3,samodejna,1988,,,,,,,,,
3,samodejna,1989,,,,,,,,,
3,samodejna,1990,,,,,,,,,
3,samodejna,1991,,,,,,,,,
3,samodejna,1992,,,,,,,,,
3,samodejna,1993,,,,,,,,,
3,samodejna,1994,,,,,,,,,
3,samodejna,1995,,,,,,,,,
3,samodejna,1996,,,,,,,,,
3,samodejna,1997,,,,,,,,,
3,samodejna,1998,,,,,,,,,
3,samodejna,1999,,,,,,,,,
3,samodejna,2000,,,,,,,,,
3,samodejna,2001,,,,,,,,,
3,samodejna,2002,,,,,,,,,
3,samodejna,2003,,,,,,,,,
3,samodejna,2004,,,,,,,,,
3,samodejna,2005,,,,,,,,,
3,samodejna,2006,6044,5316,2005-07-04,2006-06-16,348,6,0,0,0
3,samodejna,2007,,,,,,,,,
3,samodejna,2008,,,,,,,,,
3,samodejna,2009,,,,,,,,,
3,samodejna,2010,,,,,,,,,
3,samodejna,2011,,,,,,,,,
3,samodejna,2012,,,,,,,,,
3,samodejna,2013,,,,,,,,,
3,samodejna,2014,,,2013-07-01,2014-06-30,365,,,,
3,samodejna,2015,,,2014-07-01,2015-06-30,365,,,,
3,samodejna,2016,,,,,,,,,
3,samodejna,2017,5291,4810,2016-07-06,2017-06-30,360,6,0,0,0
3,samodejna,2018,,,,,,,,,
3,samodejna,2019,5107,4675,2018-07-03,2019-06-10,343,8,1,0,0
3,samodejna,2020,5158,4641,2019-07-11,2020-06-30,356,2,0,0,0
3,samodejna,2021,5465,4934,2020-07-09,2021-06-17,344,3,0,0,0
3,samodejna,2022,,,,,,,,,
3,registrator,1961,,,,,,,,,
3,registrator,1962,,,,,,,,,
3,registrator,1963,,,,,,,,,
3,registrator,1964,,,,,,,,,
3,registrator,1965,,,,,,,,,
3,registrator,1966,,,,,,,,,
3,registrator,1967,,,,,,,,,
3,registrator,1968,,,,,,,,,
3,registrator,1969,,,,,,,,,
3,registrator,1970,,,,,,,,,
3,registrator,1971,,,,,,,,,
3,registrator,1972,,,,,,,,,
3,registrator,1973,,,,,,,,,
3,registrator,1974,,,,,,,,,
3,registrator,1975,,,,,,,,,
3,registrator,1976,,,,,,,,,
3,registrator,1977,,,,,,,,,
3,registrator,1978,,,,,,,,,
3,registrator,1979,,,,,,,,,
3,registrator,1980,,,,,,,,,
3,registrator,1981,,,,,,,,,
3,registrator,1982,,,,,,,,,
3,registrator,1983,,,,,,,,,
3,registrator,1984,,,,,,,,,
3,registrator,1985,,,,,,,,,
3,registrator,1986,,,,,,,,,
3,registrator,1987,,,,,,,,,
3,registrator,1988,,,,,,,,,
3,registrator,1989,,,,,,,,,
3,registrator,1990,,,,,,,,,
3,registrator,1991,,,,,,,,,
3,registrator,1992,,,,,,,,,
3,registrator,1993,,,,,,,,,
3,registrator,1994,,,,,,,,,
3,registrator,1995,,,,,,,,,
3,registrator,1996,,,,,,,,,
3,registrator,1997,,,,,,,,,
3,registrator,1998,,,,,,,,,
3,registrator,1999,,,,,,,,,
3,registrator,2000,,,,,,,,,
3,registrator,2001,,,,,,,,,
3,registrator,2002,,,,,,,,,
3,registrator,2003,,,,,,,,,
3,registrator,2004,,,,,,,,,
3,registrator,2005,,,,,,,,,
3,registrator,2006,,,,,,,,,
3,registrator,2007,,,,,,,,,
3,registrator,2008,,,,,,,,,
3,registrator,2009,,,,,,,,,
3,registrator,2010,,,,,,,,,
3,registrator,2011,,,,,,,,,
3,registrator,2012,,,,,,,,,
3,registrator,2013,,,,,,,,,
3,registrator,2014,,,,,,,,,
3,registrator,2015,,,,,,,,,
3,registrator,2016,,,,,,,,,
3,registrator,2017,,,,,,,,,
3,registrator,2018,,,,,,,,,
3,registrator,2019,,,,,,,,,
3,registrator,2020,,,,,,,,,
3,registrator,2021,,,,,,,,,
3,registrator,2022,,,,,,,,,
3,registrator,1961,,,,,,,,,
3,registrator,1962,,,,,,,,,
3,registrator,1963,,,,,,,,,
3,registrator,1964,,,,,,,,,
3,registrator,1965,,,,,,,,,
3,registrator,1966,,,,,,,,,
3,registrator,1967,,,,,,,,,
3,registrator,1968,,,,,,,,,
3,registrator,1969,,,,,,,,,
3,registrator,1970,,,,,,,,,
3,registrator,1971,,,,,,,,,
3,registrator,1972,,,,,,,,,
3,registrator,1973,,,,,,,,,
3,registrator,1974,,,,,,,,,
3,registrator,1975,,,,,,,,,
3,registrator,1976,,,,,,,,,
3,registrator,1977,,,,,,,,,
3,registrator,1978,,,,,,,,,
3,registrator,1979,,,,,,,,,
3,registrator,1980,,,,,,,,,
3,registrator,1981,,,,,,,,,
3,registrator,1982,,,,,,,,,
3,registrator,1983,,,,,,,,,
3,registrator,1984,,,,,,,,,
3,registrator,1985,,,,,,,,,
3,registrator,1986,,,,,,,,,
3,registrator,1987,,,,,,,,,
3,registrator,1988,,,,,,,,,
3,registrator,1989,,,,,,,,,
3,registrator,1990,,,,,,,,,
3,registrator,1991,,,,,,,,,
3,registrator,1992,,,,,,,,,
3,registrator,1993,,,,,,,,,
3,registrator,1994,,,,,,,,,
3,registrator,1995,,,,,,,,,
3,registrator,1996,,,,,,,,,
3,registrator,1997,,,,,,,,,
3,registrator,1998,,,,,,,,,
3,registrator,1999,,,,,,,,,
3,registrator,2000,,,,,,,,,
3,registrator,2001,,,,,,,,,
3,registrator,2002,,,,,,,,,
3,registrator,2003,,,,,,,,,
3,registrator,2004,,,,,,,,,
3,registrator,2005,,,,,,,,,
3,registrator,2006,,,,,,,,,
3,registrator,2007,,,,,,,,,
3,registrator,2008,,,,,,,,,
3,registrator,2009,,,,,,,,,
3,registrator,2010,,,,,,,,,
3,registrator,2011,,,,,,,,,
3,registrator,2012,,,,,,,,,
3,registrator,2013,,,,,,,,,
3,registrator,2014,,,,,,,,,
3,registrator,2015,,,,,,,,,
3,registrator,2016,,,,,,,,,
3,registrator,2017,,,,,,,,,
3,registrator,2018,,,,,,,,,
3,registrator,2019,,,,,,,,,
3,registrator,2020,,,,,,,,,
3,registrator,2021,,,,,,,,,
3,registrator,2022,,,,,,,,,
3,registrator,1961,,,,,,,,,
3,registrator,1962,,,,,,,,,
3,registrator,1963,,,,,,,,,
3,registrator,1964,,,,,,,,,
3,registrator,1965,,,,,,,,,
3,registrator,1966,,,,,,,,,
3,registrator,1967,,,,,,,,,
3,registrator,1968,,,,,,,,,
3,registrator,1969,,,,,,,,,
3,registrator,1970,,,,,,,,,
3,registrator,1971,,,,,,,,,
3,registrator,1972,,,,,,,,,
3,registrator,1973,,,,,,,,,
3,registrator,1974,,,,,,,,,
3,registrator,1975,,,,,,,,,
3,registrator,1976,,,,,,,,,
3,registrator,1977,,,,,,,,,
3,registrator,1978,,,,,,,,,
3,registrator,1979,,,,,,,,,
3,registrator,1980,,,,,,,,,
3,registrator,1981,,,,,,,,,
3,registrator,1982,,,,,,,,,
3,registrator,1983,,,,,,,,,
3,registrator,1984,,,,,,,,,
3,registrator,1985,,,,,,,,,
3,registrator,1986,,,,,,,,,
3,registrator,1987,,,,,,,,,
3,registrator,1988,,,,,,,,,
3,registrator,1989,,,,,,,,,
3,registrator,1990,,,,,,,,,
3,registrator,1991,,,,,,,,,
3,registrator,1992,,,,,,,,,
3,registrator,1993,,,,,,,,,
3,registrator,1994,,,,,,,,,
3,registrator,1995,,,,,,,,,
3,registrator,1996,,,,,,,,,
3,registrator,1997,,,,,,,,,
3,registrator,1998,,,,,,,,,
3,registrator,1999,,,,,,,,,
3,registrator,2000,,,,,,,,,
3,registrator,2001,,,,,,,,,
3,registrator,2002,,,,,,,,,
3,registrator,2003,,,,,,,,,
3,registrator,2004,,,,,,,,,
3,registrator,2005,,,,,,,,,
3,registrator,2006,,,,,,,,,
3,registrator,2007,,,,,,,,,
3,registrator,2008,,,,,,,,,
3,registrator,2009,,,,,,,,,
3,registrator,2010,,,,,,,,,
3,registrator,2011,,,,,,,,,
3,registrator,2012,,,,,,,,,
3,registrator,2013,,,,,,,,,
3,registrator,2014,,,,,,,,,
3,registrator,2015,,,,,,,,,
3,registrator,2016,,,,,,,,,
3,registrator,2017,,,,,,,,,
3,registrator,2018,,,,,,,,,
3,registrator,2019,,,,,,,,,
3,registrator,2020,,,,,,,,,
3,registrator,2021,,,,,,,,,
3,registrator,2022,,,,,,,,,
6,podnebna,1961,,,,,,,,,
6,podnebna,1962,3761,3361,1961-10-11,1962-06-15,248,94,10,1,0
6,podnebna,1963,4039,3688,1962-09-21,1963-05-24,246,122,24,4,4
6,podnebna,1964,3640,3382,1963-10-01,1964-05-04,217,99,11,0,0
6,podnebna,1965,3862,3426,1964-09-24,1965-06-13,263,83,12,2,4
6,podnebna,1966,3486,3209,1965-09-22,1966-05-15,236,64,4,0,0
6,podnebna,1967,3386,3168,1966-09-23,1967-06-16,267,164,37,6,12
6,podnebna,1968,3403,3139,1967-09-14,1968-05-26,256,95,23,8,13
6,podnebna,1969,3672,3436,1968-09-27,1969-06-09,256,110,12,1,0
6,podnebna,1970,3823,3506,1969-10-05,1970-06-01,240,136,19,3,4
6,podnebna,1971,3598,3302,1970-09-26,1971-05-09,226,112,18,3,4
6,podnebna,1972,3747,3400,1971-09-09,1972-05-24,259,100,20,6,8
6,podnebna,1973,3899,3467,1972-09-14,1973-05-21,250,102,6,0,0
6,podnebna,1974,3621,3266,1973-09-28,1974-06-16,262,99,26,5,7
6,podnebna,1975,3618,3195,1974-09-28,1975-06-11,257,62,2,0,0
6,podnebna,1976,3909,3444,1975-10-08,1976-06-07,244,63,10,2,3
6,podnebna,1977,3446,3152,1976-09-05,1977-06-08,277,66,5,0,0
6,podnebna,1978,3807,3404,1977-09-19,1978-06-30,285,34,0,0,0
6,podnebna,1979,3944,3575,1978-09-03,1979-06-21,292,85,5,0,0
6,podnebna,1980,3837,3455,1979-07-05,1980-06-05,337,75,10,1,0
6,podnebna,1981,3909,3666,1980-10-11,1981-06-25,258,84,7,2,4
6,podnebna,1982,3795,3424,1981-10-11,1982-05-14,216,132,11,0,0
6,podnebna,1983,3305,3011,1982-10-06,1983-05-31,238,159,33,11,20
6,podnebna,1984,3859,3543,1983-09-28,1984-06-03,250,72,5,0,0
6,podnebna,1985,3842,3566,1984-09-27,1985-05-14,230,146,32,5,7
6,podnebna,1986,3695,3371,1985-10-14,1986-06-11,241,184,39,7,10
6,podnebna,1987,4033,3704,1986-09-07,1987-06-23,290,150,22,2,4
6,podnebna,1988,3234,2938,1987-08-08,1988-05-08,275,158,45,9,14
6,podnebna,1989,,,,,,,,,
6,podnebna,1990,,,,,,,,,
6,podnebna,1991,,,,,,,,,
6,podnebna,1992,,,,,,,,,
6,podnebna,1993,,,,,,,,,
6,podnebna,1994,,,,,,,,,
6,podnebna,1995,,,,,,,,,
6,podnebna,1996,,,,,,,,,
6,podnebna,1997,,,,,,,,,
6,podnebna,1998,,,,,,,,,
6,podnebna,1999,,,,,,,,,
6,podnebna,2000,,,,,,,,,
6,podnebna,2001,,,,,,,,,
6,podnebna,2002,,,,,,,,,
6,podnebna,2003,,,,,,,,,
6,podnebna,2004,,,,,,,,,
6,podnebna,2005,,,,,,,,,
6,podnebna,2006,,,,,,,,,
6,podnebna,2007,,,,,,,,,
6,podnebna,2008,,,,,,,,,
6,podnebna,2009,,,,,,,,,
6,podnebna,2010,,,,,,,,,
6,podnebna,2011,,,,,,,,,
6,podnebna,2012,,,,,,,,,
6,podnebna,2013,,,,,,,,,
6,podnebna,2014,,,,,,,,,
6,podnebna,2015,,,,,,,,,
6,podnebna,2016,,,,,,,,,
6,podnebna,2017,,,,,,,,,
6,podnebna,2018,,,,,,,,,
6,podnebna,2019,,,,,,,,,
6,podnebna,2020,,,,,,,,,
6,podnebna,2021,,,,,,,,,
6,podnebna,2022,,,,,,,,,
6,registrator,1961,,,,,,,,,
6,registrator,1962,,,,,,,,,
6,registrator,1963,,,,,,,,,
6,registrator,1964,,,,,,,,,
6,registrator,1965,,,,,,,,,
6,registrator,1966,,,,,,,,,
6,registrator,1967,,,,,,,,,
6,registrator,1968,,,,,,,,,
6,registrator,1969,,,,,,,,,
6,registrator,1970,,,,,,,,,
6,registrator,1971,,,,,,,,,
6,registrator,1972,,,,,,,,,
6,registrator,1973,,,,,,,,,
6,registrator,1974,,,,,,,,,
6,registrator,1975,,,,,,,,,
6,registrator,1976,,,,,,,,,
6,registrator,1977,,,,,,,,,
6,registrator,1978,,,,,,,,,
6,registrator,1979,,,,,,,,,
6,registrator,1980,,,,,,,,,
6,registrator,1981,,,,,,,,,
6,registrator,1982,,,,,,,,,
6,registrator,1983,,,,,,,,,
6,registrator,1984,,,,,,,,,
6,registrator,1985,,,,,,,,,
6,registrator,1986,,,,,,,,,
6,registrator,1987,,,,,,,,,
6,registrator,1988,,,,,,,,,
6,registrator,1989,,,,,,,,,
6,registrator,1990,,,,,,,,,
6,registrator,1991,,,,,,,,,
6,registrator,1992,,,,,,,,,
6,registrator,1993,,,,,,,,,
6,registrator,1994,,,,,,,,,
6,registrator,1995,,,,,,,,,
6,registrator,1996,,,,,,,,,
6,registrator,1997,,,,,,,,,
6,registrator,1998,,,,,,,,,
6,registrator,1999,,,,,,,,,
6,registrator,2000,,,,,,,,,
6,registrator,2001,,,,,,,,,
6,registrator,2002,,,,,,,,,
6,registrator,2003,,,,,,,,,
6,registrator,2004,,,,,,,,,
6,registrator,2005,,,,,,,,,
6,registrator,2006,,,,,,,,,
6,registrator,2007,2589,2321,2006-10-11,2007-05-21,223,216,56,15,26
6,registrator,2008,3435,3024,2007-09-07,2008-05-10,247,232,57,11,16
6,registrator,2009,3217,2944,2008-09-16,2009-06-03,261,235,55,7,6
6,registrator,2010,3269,2982,2009-10-05,2010-05-21,229,236,74,22,38
6,registrator,2011,,,,,,,,,
6,registrator,2012,,,,,,,,,
6,registrator,2013,,,,,,,,,
6,registrator,2014,,,,,,,,,
6,registrator,2015,2758,2524,2014-09-25,2015-05-26,244,348,151,62,99
6,registrator,2016,,,,,,,,,
6,registrator,2017,,,,,,,,,
6,registrator,2018,,,,,,,,,
6,registrator,2019,,,,,,,,,
6,registrator,2020,,,,,,,,,
6,registrator,2021,,,,,,,,,
6,registrator,2022,,,,,,,,,
8,podnebna,1961,,,,,,,,,
8,podnebna,1962,,,,,,,,,
8,podnebna,1963,,,,,,,,,
8,podnebna,1964,3862,3484,1963-09-27,1964-05-25,242,90,8,0,0
8,podnebna,1965,3949,3564,1964-09-03,1965-06-13,284,78,13,2,4
8,podnebna,1966,3656,3364,1965-08-31,1966-05-15,258,47,4,0,0
8,podnebna,1967,3748,3469,1966-08-28,1967-06-19,296,102,13,0,0
8,podnebna,1968,3822,3523,1967-09-14,1968-06-15,276,63,16,4,4
8,podnebna,1969,4055,3740,1968-09-27,1969-06-10,257,56,3,0,0
8,podnebna,1970,4157,3746,1969-07-11,1970-06-07,332,90,9,1,3
8,podnebna,1971,3950,3591,1970-07-06,1971-06-17,347,81,8,0,0
8,podnebna,1972,4137,3657,1971-07-02,1972-06-06,341,64,8,1,0
8,podnebna,1973,4163,3755,1972-08-25,1973-05-21,270,49,3,0,0
8,podnebna,1974,3871,3463,1973-07-27,1974-06-18,327,79,14,0,0
8,podnebna,1975,3816,3409,1974-09-26,1975-06-11,259,47,1,0,0
8,podnebna,1976,4066,3608,1975-10-05,1976-06-07,247,68,8,0,0
8,podnebna,1977,3714,3328,1976-08-23,1977-06-08,290,55,3,0,0
8,podnebna,1978,4035,3555,1977-09-16,1978-06-18,276,61,4,0,0
8,podnebna,1979,3837,3351,1978-09-15,1979-05-12,240,131,16,0,0
8,podnebna,1980,3794,3361,1979-09-19,1980-06-04,260,95,18,1,0
8,podnebna,1981,3835,3478,1980-10-11,1981-06-25,258,132,21,3,5
8,podnebna,1982,3700,3317,1981-10-14,1982-05-14,213,170,26,4,0
8,podnebna,1983,3276,2866,1982-10-07,1983-06-01,238,196,52,21,33
8,podnebna,1984,3828,3425,1983-09-29,1984-06-02,248,77,13,3,4
8,podnebna,1985,3881,3437,1984-09-12,1985-05-12,243,162,43,7,11
8,podnebna,1986,3663,3217,1985-09-10,1986-06-10,274,184,38,7,7
8,podnebna,1987,3921,3533,1986-09-22,1987-06-21,273,173,30,5,10
8,podnebna,1988,3209,2866,1987-09-30,1988-05-06,220,191,64,16,23
8,podnebna,1989,3337,3043,1988-09-16,1989-06-11,269,112,19,2,3
8,podnebna,1990,3339,2926,1989-09-30,1990-06-02,246,167,37,6,4
8,podnebna,1991,3624,3213,1990-09-30,1991-06-09,253,207,54,10,12
8,podnebna,1992,3395,2982,1991-10-05,1992-05-24,233,255,87,32,53
8,podnebna,1993,3308,2939,1992-10-05,1993-04-22,200,175,38,4,4
8,podnebna,1994,3460,3126,1993-09-01,1994-06-16,289,191,40,7,11
8,podnebna,1995,3544,3150,1994-09-20,1995-05-25,248,112,16,2,3
8,podnebna,1996,3758,3447,1995-08-31,1996-06-29,304,88,15,3,3
8,podnebna,1997,3662,3338,1996-09-16,1997-05-14,241,90,3,0,0
8,podnebna,1998,3451,3014,1997-09-17,1998-05-21,247,218,62,13,23
8,podnebna,1999,3745,3399,1998-08-31,1999-05-12,255,113,20,1,0
8,podnebna,2000,3435,3049,1999-10-07,2000-04-19,196,137,21,0,0
8,podnebna,2001,2920,2722,2000-09-10,2001-05-23,256,168,30,1,0
8,podnebna,2002,3628,3219,2001-09-12,2002-05-09,240,143,35,7,11
8,podnebna,2003,3530,3137,2002-09-15,2003-05-24,252,348,126,37,60
8,podnebna,2004,3718,3324,2003-09-05,2004-05-31,270,114,17,3,4
8,podnebna,2005,3611,3270,2004-09-20,2005-05-16,239,147,33,7,12
8,podnebna,2006,3836,3510,2005-09-20,2006-06-12,266,225,68,15,34
8,podnebna,2007,2788,2534,2006-10-08,2007-05-21,226,195,47,11,16
8,podnebna,2008,3568,3109,2007-09-07,2008-05-10,247,228,56,9,15
8,podnebna,2009,3452,3101,2008-09-16,2009-05-08,235,207,40,2,0
8,podnebna,2010,3490,3188,2009-09-08,2010-05-19,254,218,67,24,43
8,podnebna,2011,3430,3111,2010-09-21,2011-05-11,233,221,56,15,29
8,podnebna,2012,3473,3083,2011-10-10,2012-05-24,228,296,108,36,66
8,podnebna,2013,3354,3064,2012-09-22,2013-06-04,256,283,110,49,76
8,podnebna,2014,2868,2596,2013-09-14,2014-05-17,246,142,31,5,4
8,podnebna,2015,2901,2698,2014-09-25,2015-05-29,247,309,130,53,95
8,podnebna,2016,3268,2916,2015-09-08,2016-05-27,263,212,51,11,15
8,podnebna,2017,3389,3000,2016-09-24,2017-05-13,232,278,96,33,57
8,podnebna,2018,3400,3010,2017-09-05,2018-04-16,224,228,48,10,15
8,podnebna,2019,3314,2891,2018-09-27,2019-06-03,250,281,85,25,41
8,podnebna,2020,3018,2716,2019-09-21,2020-06-03,257,175,38,6,7
8,podnebna,2021,3527,3106,2020-09-29,2021-06-02,247,244,80,23,41
8,podnebna,2022,,,,,,,,,
8,samodejna,1961,,,,,,,,,
8,samodejna,1962,,,,,,,,,
8,samodejna,1963,,,,,,,,,
8,samodejna,1964,,,,,,,,,
8,samodejna,1965,,,,,,,,,
8,samodejna,1966,,,,,,,,,
8,samodejna,1967,,,,,,,,,
8,samodejna,1968,,,,,,,,,
8,samodejna,1969,,,,,,,,,
8,samodejna,1970,,,,,,,,,
8,samodejna,1971,,,,,,,,,
8,samodejna,1972,,,,,,,,,
8,samodejna,1973,,,,,,,,,
8,samodejna,1974,,,,,,,,,
8,samodejna,1975,,,,,,,,,
8,samodejna,1976,,,,,,,,,
8,samodejna,1977,,,,,,,,,
8,samodejna,1978,,,,,,,,,
8,samodejna,1979,,,,,,,,,
8,samodejna,1980,,,,,,,,,
8,samodejna,1981,,,,,,,,,
8,samodejna,1982,,,,,,,,,
8,samodejna,1983,,,,,,,,,
8,samodejna,1984,,,,,,,,,
8,samodejna,1985,,,,,,,,,
8,samodejna,1986,,,,,,,,,
8,samodejna,1987,,,,,,,,,
8,samodejna,1988,,,,,,,,,
8,samodejna,1989,,,,,,,,,
8,samodejna,1990,,,,,,,,,
8,samodejna,1991,,,,,,,,,
8,samodejna,1992,,,,,,,,,
8,samodejna,1993,,,,,,,,,
8,samodejna,1994,,,,,,,,,
8,samodejna,1995,3543,3112,1994-09-20,1995-05-25,248,112,16,2,3
8,samodejna,1996,3764,3436,1995-08-31,1996-06-29,304,88,15,3,3
8,samodejna,1997,3653,3342,1996-09-16,1997-05-14,241,90,3,0,0
8,samodejna,1998,3452,3039,1997-09-17,1998-05-21,247,217,61,12,22
8,samodejna,1999,3744,3454,1998-08-31,1999-05-12,255,113,20,1,0
8,samodejna,2000,3427,3097,1999-10-07,2000-04-19,196,137,21,0,0
8,samodejna,2001,2920,2781,2000-09-10,2001-05-23,256,167,30,1,0
8,samodejna,2002,3628,3150,2001-09-12,2002-05-09,240,143,35,7,11
8,samodejna,2003,3529,3139,2002-09-15,2003-05-24,252,348,126,37,60
8,samodejna,2004,3718,3367,2003-09-05,2004-05-31,270,114,17,3,4
8,samodejna,2005,3609,3318,2004-09-20,2005-05-16,239,147,33,7,12
8,samodejna,2006,3836,3553,2005-09-20,2006-06-12,266,225,68,15,34
8,samodejna,2007,2789,2576,2006-10-08,2007-05-21,226,195,47,11,16
8,samodejna,2008,3568,3101,2007-09-07,2008-05-10,247,228,55,9,15
8,samodejna,2009,3451,3132,2008-09-16,2009-05-08,235,207,40,2,0
8,samodejna,2010,3455,3186,2009-09-08,2010-05-19,254,217,67,24,43
8,samodejna,2011,3423,3146,2010-09-21,2011-05-11,233,221,56,15,28
8,samodejna,2012,3472,3109,2011-10-10,2012-05-24,228,297,108,36,66
8,samodejna,2013,3346,3113,2012-09-22,2013-06-04,256,283,110,49,76
8,samodejna,2014,2868,2642,2013-09-14,2014-05-17,246,144,32,6,3
8,samodejna,2015,2908,2731,2014-09-25,2015-05-29,247,309,130,53,95
8,samodejna,2016,3251,2961,2015-09-08,2016-05-27,263,212,51,11,15
8,samodejna,2017,3388,3046,2016-09-24,2017-05-13,232,263,90,29,51
8,samodejna,2018,,,,,,,,,
8,samodejna,2019,3314,2930,2018-09-27,2019-06-03,250,280,85,25,41
8,samodejna,2020,3017,2766,2019-09-21,2020-06-03,257,173,37,5,7
